ลำดับ,เลขทะเบียนโรงงาน,FID,TSIC,รหัสประเภท,จำพวก,ปีที่ได้รับอนุญาต,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,รหัสจังหวัด,จังหวัด,รหัสไปรษณีย์,โทรศัพท์,ค่าอาคาร,ค่าที่ดิน,ค่าเครื่องจักร,เงินทุนหมุนเวียน,เงินทุนรวม,ชาย,หญิง,คนงานรวม,แรงม้ารวม,พื้นที่โรงงาน,พื้นที่อาคาร
5487,จ3-91(2)-1/63รย,2.02E+13,46613,9102,3,63,บริษัท โฮรีโค (ไทยแลนด์) จำกัด,บริษัท โฮรีโค (ไทยแลนด์) จำกัด,ผลิตและจำหน่ายน้ำแข็งแห้ง DRY ICE,79/1,,,วัดชากลูกหญ้า,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,30000000,20000000,20000000,20000000,90000000,43,3,46,585,1722,1396
5488,จ3-91(2)-4/58รย,2.02E+13,46613,9102,3,58,บริษัท ไทยเจริญ โกลบอล ก๊าซ จำกัด,บริษัท ไทยเจริญ โกลบอล ก๊าซ จำกัด,บรรจุ ก๊าซอุตสาหกรรม,72,,โรงโม่,ห้วยโป่ง-หนองบอน,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,038-915106,6000000,5000000,7500000,1000000,19500000,10,1,11,90,3200,600
5489,จ3-91(2)-42/56รย,2.02E+13,46613,9102,3,56,บริษัท ยูไนเต็ดอินดัสเตรียลแก๊ส จำกัด,บริษัท ยูไนเต็ดอินดัสเตรียลแก๊ส จำกัด,แบ่งบรรจุก๊าซออกซิเจน ก๊าซไนโตรเจน ก๊าซอาร์กอน และก๊าซคาร์บอนไดอ๊อกไซค์,79/1,,,วัดชากลูกหญ้า,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,038-021458,15000000,10000000,10000000,3000000,38000000,21,0,21,418.51,39878,14664
5490,จ3-91(2)-2/61รย,2.02E+13,46613,9102,3,61,บริษัท ระยองอะเซททีลีน จำกัด,บริษัท ระยองอะเซททีลีน จำกัด,บรรจุก๊าซอะเซททีลีน,299/13,5,,สุขุมวิท,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,,25000000,0,36500000,3500000,65000000,12,0,12,397,13880,966
5491,จ3-92-3/50รย,2.02E+13,52101,9200,3,50,บริษัท หริชล จำกัด,บริษัท หริชล จำกัด,ห้องเย็นเก็บสัตว์น้ำ,95/12,4,,,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,,4146250,1750000,12500000,2000000,20396250,33,2,35,493,11200,1441
5492,3-92-1/32รย,1.02E+13,52101,9200,3,32,บริษัท โตดี โฟรเซ่น ฟูดส์ คอร์ปอเรชั่น จำกัด,บริษัท โตดี โฟรเซ่น ฟูดส์ คอร์ปอเรชั่น จำกัด,"ห้องเย็น ขนาดความจุ 1,145 ตัน",15-ส.ค.,,-,อดุลย์ธรรมประภาส,ปากน้ำ,เมืองระยอง,21,ระยอง,21000,614545-8,3000000,4000000,4000000,2000000,13000000,20,10,30,856.5,17356,1875
5493,จ3-92-46/61รย,2.02E+13,52101,9200,3,61,ห้างหุ้นส่วนจำกัด ภู่ประสงค์ เทรดดิ้ง,ห้างหุ้นส่วนจำกัด ภู่ประสงค์ เทรดดิ้ง,ห้องเย็นรับแช่สินค้า,69,6,,,แกลง,เมืองระยอง,21,ระยอง,21160,,3000000,1000000,1000000,1000000,6000000,5,2,7,182,1184,360
5494,จ3-92-14/66รย,2.02E+13,52101,9200,3,66,บริษัท คาทูน นาที เซอร์วิสเซส (ประเทศไทย) จำกัด,บริษัท คาทูน นาที เซอร์วิสเซส (ประเทศไทย) จำกัด,โรงงานห้องเย็น,22,,,ผังเมืองเฉพาะ 3-1,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,247800000,69000000,53510000,30000000,400310000,10,2,12,333,16750,16750
5495,ศ3-92-1/34รย,2.10E+11,52101,9200,3,34,ห้องเย็นจุมพลระยอง,ห้องเย็นจุมพลระยอง,ทำห้องเย็น,241,,อารีราษฎร์ 10,อารีราษฎร์,ปากน้ำ,เมืองระยอง,21,ระยอง,21000,615063,3000000,3000000,6000000,3000000,15000000,17,1,18,701,3400,1000
5496,3-92-28/65รย,1.02E+13,52101,9200,3,65,บริษัท คาทูน นาที เซอร์วิสเซส (ประเทศไทย) จำกัด,บริษัท คาทูน นาที เซอร์วิสเซส (ประเทศไทย) จำกัด,โรงงานห้องเย็น เพื่อเก็บรักษาเม็ดพลาสติก,9,,,ผังเมืองเฉพาะ 3-1,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,504589931.2,31920103.22,15703414.22,35000000,587213448.6,25,3,28,2247,66000,43095
5497,จ3-95(1)-16/63รย,2.02E+13,33121,9501,3,63,บริษัท วี อาร์ ที ออโตโมบิลส์ จำกัด,บริษัท วี อาร์ ที ออโตโมบิลส์ จำกัด,ศูนย์บริการและซ่อมแซมรถยนต์,29-ก.พ.,4,,บางนา-ตราด(สาย 36),ทับมา,เมืองระยอง,21,ระยอง,21000,,35000000,25000000,3400000,3000000,66400000,40,20,60,195,10000,2290
5498,จ3-95(1)-134/61รย,2.02E+13,33121,9501,3,61,บี-ควิก สาขาบายพาส ระยอง,บี-ควิก สาขาบายพาส ระยอง,ทำซ่อมแซมรถยนต์,21,,,บางนา-ตราด,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,,11000000,0,5500000,1000000,17500000,10,1,11,59.3,2150,468
5499,จ3-95(1)-50/64รย,2.02E+13,33121,9501,3,64,บริษัท เอ็ม แอนด์ ที ไทร์เซ็นเตอร์ จำกัด,บริษัท เอ็ม แอนด์ ที ไทร์เซ็นเตอร์ จำกัด,ซ่อมรถยนต์ ตรวจสภาพรถยนต์ รถจักรยานยนต์ รถพ่วง รถบรรทุก,37/1,4,,ทางหลวงสาย 36,ทับมา,เมืองระยอง,21,ระยอง,21000,,5000000,0,3000000,1000000,9000000,30,14,44,158.42,8721,2868
5500,จ3-95(1)-229/49รย,2.02E+13,33121,9501,3,49,บริษัท โตโยต้า พาวิลเลี่ยน ระยอง (2005) จำกัด,บริษัท โตโยต้า พาวิลเลี่ยน ระยอง (2005) จำกัด,ศูนย์บริการซ่อม,88/8,3,-,ทางหลวงหมายเลข 36,ทับมา,เมืองระยอง,21,ระยอง,21000,038 011111,800000000,500000000,200000000,300000000,1800000000,43,5,48,160.42,16000,2420
5501,จ3-95(1)-71/61รย,2.02E+13,33121,9501,3,61,บริษัท ชลบุรี ออโต้ เซ็นเตอร์ (บอดี้ช็อป) จำกัด,บริษัท ชลบุรี ออโต้ เซ็นเตอร์ (บอดี้ช็อป) จำกัด,ซ่อมแซมรถยนต์ และอู่พ่นสี,93/14,4,,,ทับมา,เมืองระยอง,21,ระยอง,21000,,3000000,6000000,5000000,4000000,18000000,6,0,6,185,3031,1274
5502,จ3-95(1)-133/60รย,2.02E+13,33121,9501,3,60,บริษัท สแกนสยาม บริการ จำกัด,บริษัท สแกนสยาม บริการ จำกัด,การซ่อมแซมบำรุงรักษายานที่ขับเคลื่อนด้วยเครื่องยนต์ การซ่อมแซมรถพ่วง หรือส่วนประกอบของยานดังกล่าว,77/10,5,,,ทับมา,เมืองระยอง,21,ระยอง,21000,02-7699200,29301152,9300000,4179306,2500000,45280458,1,1,2,143.82,10993,922
5503,จ3-95(1)-2/41รย,2.02E+13,33121,9501,3,41,กานต์กวิน ออโต เซอร์วิส,กานต์กวิน ออโต เซอร์วิส,ซ่อมรถบรรทุก เช่น ซ่อมเครื่องยนต์ ช่วงล่าง ต่อ ซ่อมตัวถังรถบ,28/18,4,,บางนา-ตราด,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,,2300000,0,500000,100000,2900000,6,0,6,73.7,0,896
5504,จ3-95(1)-76/60รย,2.02E+13,33121,9501,3,60,บริษัท ระยองอีซูซุเซลส์ จำกัด (สำนักงานใหญ่),บริษัท ระยองอีซูซุเซลส์ จำกัด (สำนักงานใหญ่),ศูนย์บริการซ่อมรถยนต์และขายรถยนต์,54/3,3,,,ทับมา,เมืองระยอง,21,ระยอง,21000,038-623862-64,65945237,24000000,30340374,2000000,122285611,55,59,114,190.6,4270,0
5505,จ3-95(1)-58/64รย,2.02E+13,33121,9501,3,64,บริษัท สหมิต ออโต้เพ้นท์ จำกัด,บริษัท สหมิต ออโต้เพ้นท์ จำกัด,ศูนย์บริการซ่อมแซมและพ่นสีรถยนต์,109/49,1,,,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,,0,0,2000000,1000000,3000000,5,2,7,143,2393,1104
5506,จ3-95(1)-126/49รย,2.02E+13,33121,9501,3,49,บริษัท โตโยต้าระยอง ผู้จำหน่ายโตโยต้า จำกัด,บริษัท โตโยต้าระยอง ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมรถยนต์,8/12/2010,0,,,เนินพระ,เมืองระยอง,21,ระยอง,21000,,10000000,15000000,5000000,3000000,33000000,45,0,45,159.78,6060,2668
5507,จ3-95(1)-168/58รย,2.02E+13,33121,9501,3,58,บริษัท ระยอง ฮอนด้าออโตโมบิล จำกัด,บริษัท ระยอง ฮอนด้าออโตโมบิล จำกัด,ซ่อมเคาะและพ่นสีรถยนต์,"77,77/1",3,,บายพาส์ 36,ทับมา,เมืองระยอง,21,ระยอง,21000,,40000000,35000000,15000000,20000000,110000000,48,26,74,184.4,14852,8750
